Room_type;person_n;bedroom_n;bed_n;Price
Entire home/apt;2;1;2;$124,00 
Entire home/apt;4;2;2;$188,00 
Entire home/apt;2;1;;$188,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;3;2;;$225,00 
Entire home/apt;4;2;3;$75,00 
Private room;2;1;2;$64,00 
Entire home/apt;4;2;2;$240,00 
Entire home/apt;2;3;2;$139,00 
Private room;3;1;2;$45,00 
Private room;4;2;2;$212,00 
Entire home/apt;6;3;3;$780,00 
Private room;2;1;2;$93,00 
Entire home/apt;2;1;1;$188,00 
Private room;2;1;2;$93,00 
Private room;2;1;2;$93,00 
Private room;2;1;2;$86,00 
Private room;2;1;1;$93,00 
Entire home/apt;2;1;1;$95,00 
Private room;2;1;2;$93,00 
Private room;1;1;1;$75,00 
Entire home/apt;4;3;3;$144,00 
Entire home/apt;4;2;3;$75,00 
Entire home/apt;4;2;2;$75,00 
Entire home/apt;6;3;3;$250,00 
Private room;4;2;2;$435,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$118,00 
Entire home/apt;5;3;3;$303,00 
Entire home/apt;2;1;1;$177,00 
Private room;2;1;1;$105,00 
Private room;4;2;3;$186,00 
Private room;2;1;1;$116,00 
Entire home/apt;3;1;1;$130,00 
Entire home/apt;2;1;1;$170,00 
Entire home/apt;2;1;1;$153,00 
Private room;4;2;2;$198,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;4;2;2;$189,00 
Entire home/apt;4;2;2;$101,00 
Entire home/apt;8;5;3;$500,00 
Private room;2;1;1;$131,00 
Entire home/apt;4;1;2;$202,00 
Entire home/apt;4;2;2;$192,00 
Entire home/apt;4;3;2;$416,00 
Entire home/apt;4;1;;$200,00 
Entire home/apt;2;1;;$225,00 
Entire home/apt;4;2;;$144,00 
Entire home/apt;2;1;1;$149,00 
Entire home/apt;2;1;1;$150,00 
Private room;4;1;4;$95,00 
Entire home/apt;2;1;1;$188,00 
Entire home/apt;2;1;;$94,00 
Entire home/apt;4;2;3;$127,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;6;3;2;$214,00 
Entire home/apt;2;1;1;$80,00 
Private room;2;1;;$76,00 
Entire home/apt;2;;1;$60,00 
Entire home/apt;2;;1;$60,00 
Private room;2;1;;$65,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;2;$165,00 
Entire home/apt;2;1;1;$110,00 
Private room;1;1;1;$90,00 
Entire home/apt;4;2;2;$337,00 
Private room;2;1;2;$155,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;2;1;1;$194,00 
Entire home/apt;4;2;;$250,00 
Entire home/apt;2;1;1;$137,00 
Entire home/apt;4;;;$67,00 
Entire home/apt;2;1;1;$189,00 
Entire home/apt;2;1;1;$101,00 
Entire home/apt;3;1;2;$120,00 
Entire home/apt;2;1;1;$148,00 
Entire home/apt;4;2;3;$175,00 
Entire home/apt;7;3;5;$400,00 
Entire home/apt;3;2;2;$145,00 
Entire home/apt;2;1;1;$181,00 
Private room;4;1;2;$115,00 
Private room;2;1;1;$125,00 
Private room;2;1;2;$79,00 
Private room;2;1;1;$70,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;;$120,00 
Entire home/apt;4;2;2;$230,00 
Entire home/apt;4;3;2;$117,00 
Entire home/apt;2;1;;$275,00 
Private room;2;;2;$155,00 
Entire home/apt;2;1;1;$135,00 
Private room;2;1;1;$112,00 
Entire home/apt;4;3;3;$395,00 
Entire home/apt;4;2;2;$299,00 
Entire home/apt;2;2;2;$186,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;;$207,00 
Entire home/apt;3;3;1;$68,00 
Entire home/apt;2;1;1;$1.400,00 
Private room;1;1;1;$120,00 
Private room;2;1;1;$129,00 
Entire home/apt;4;3;3;$99,00 
Private room;4;2;2;$78,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;6;3;3;$238,00 
Entire home/apt;2;1;1;$139,00 
Entire home/apt;6;2;;$450,00 
Entire home/apt;3;2;2;$210,00 
Entire home/apt;2;1;1;$135,00 
Private room;1;1;1;$100,00 
Entire home/apt;4;3;3;$240,00 
Entire home/apt;2;1;;$108,00 
Entire home/apt;3;1;2;$220,00 
Private room;2;1;2;$80,00 
Entire home/apt;2;1;1;$149,00 
Private room;2;1;1;$85,00 
Entire home/apt;2;1;;$175,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;4;3;3;$525,00 
Entire home/apt;4;2;3;$96,00 
Entire home/apt;2;1;1;$225,00 
Entire home/apt;4;2;2;$145,00 
Entire home/apt;4;2;2;$250,00 
Private room;2;1;1;$861,00 
Entire home/apt;2;;1;$209,00 
Entire home/apt;4;3;2;$97,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$149,00 
Private room;1;1;1;$53,00 
Private room;2;1;1;$167,00 
Private room;3;1;1;$299,00 
Private room;3;1;2;$416,00 
Private room;2;1;1;$312,00 
Private room;2;1;2;$162,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;3;2;3;$110,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;1;$135,00 
Entire home/apt;4;2;2;$75,00 
Entire home/apt;4;3;4;$476,00 
Entire home/apt;5;3;4;$229,00 
Entire home/apt;4;2;4;$228,00 
Entire home/apt;7;3;4;$300,00 
Entire home/apt;2;1;;$143,00 
Entire home/apt;3;2;1;$175,00 
Entire home/apt;4;2;2;$230,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;2;1;1;$180,00 
Private room;2;1;1;$80,00 
Entire home/apt;5;3;3;$250,00 
Entire home/apt;4;1;2;$136,00 
Entire home/apt;4;3;3;$500,00 
Entire home/apt;2;1;1;$176,00 
Entire home/apt;4;2;2;$196,00 
Entire home/apt;4;2;2;$86,00 
Private room;2;;1;$138,00 
Private room;4;2;3;$236,00 
Private room;2;;1;$126,00 
Private room;4;1;1;$75,00 
Entire home/apt;2;1;1;$121,00 
Entire home/apt;3;2;2;$200,00 
Entire home/apt;7;4;7;$475,00 
Private room;1;2;1;$42,00 
Private room;2;1;2;$90,00 
Entire home/apt;4;3;3;$160,00 
Entire home/apt;5;5;5;$1.880,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;2;2;$275,00 
Entire home/apt;2;1;1;$94,00 
Entire home/apt;2;1;;$180,00 
Private room;4;2;2;$177,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;6;3;6;$433,00 
Entire home/apt;6;2;6;$342,00 
Entire home/apt;4;2;2;$400,00 
Entire home/apt;2;1;1;$179,00 
Entire home/apt;3;;;$79,00 
Entire home/apt;2;1;;$160,00 
Entire home/apt;2;1;1;$220,00 
Private room;2;1;1;$91,00 
Entire home/apt;5;2;5;$396,00 
Entire home/apt;6;4;6;$471,00 
Entire home/apt;5;2;5;$422,00 
Entire home/apt;2;1;1;$208,00 
Private room;6;1;6;$114,00 
Entire home/apt;2;1;;$102,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;3;2;2;$299,00 
Private room;2;1;1;$131,00 
Entire home/apt;2;1;1;$88,00 
Entire home/apt;4;3;2;$350,00 
Entire home/apt;3;1;1;$149,00 
Entire home/apt;2;1;;$140,00 
Entire home/apt;4;2;2;$169,00 
Entire home/apt;2;1;;$125,00 
Entire home/apt;2;1;1;$159,00 
Entire home/apt;2;1;;$80,00 
Entire home/apt;2;1;1;$138,00 
Private room;2;1;1;$70,00 
Shared room;1;1;2;$23,00 
Entire home/apt;4;2;2;$123,00 
Private room;2;1;1;$101,00 
Entire home/apt;2;1;;$174,00 
Private room;2;1;1;$150,00 
Private room;2;1;1;$65,00 
Entire home/apt;5;1;3;$232,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;3;3;$160,00 
Entire home/apt;4;2;2;$400,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$66,00 
Private room;2;1;;$150,00 
Entire home/apt;4;2;2;$215,00 
Entire home/apt;4;2;1;$191,00 
Entire home/apt;3;2;1;$165,00 
Private room;2;1;1;$118,00 
Entire home/apt;2;1;1;$272,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;3;2;2;$179,00 
Private room;4;2;2;$115,00 
Entire home/apt;2;1;;$199,00 
Private room;3;1;2;$55,00 
Entire home/apt;3;1;;$256,00 
Entire home/apt;3;1;1;$100,00 
Entire home/apt;4;2;1;$52,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;2;2;$136,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;2;1;;$154,00 
Entire home/apt;5;3;2;$150,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;;$175,00 
Entire home/apt;2;1;1;$84,00 
Entire home/apt;2;1;1;$107,00 
Entire home/apt;3;1;2;$304,00 
Entire home/apt;2;;1;$60,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;;$240,00 
Entire home/apt;2;2;;$70,00 
Entire home/apt;4;2;2;$196,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;3;2;3;$150,00 
Entire home/apt;4;;4;$70,00 
Entire home/apt;2;;1;$60,00 
Entire home/apt;2;1;1;$250,00 
Private room;6;1;6;$114,00 
Private room;2;1;2;$51,00 
Private room;6;1;6;$114,00 
Private room;8;1;8;$139,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;;2;$100,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;2;1;;$100,00 
Entire home/apt;4;2;;$264,00 
Entire home/apt;2;1;1;$202,00 
Private room;1;1;;$65,00 
Private room;2;1;;$59,00 
Entire home/apt;4;2;2;$290,00 
Entire home/apt;2;2;1;$63,00 
Private room;4;1;4;$188,00 
Entire home/apt;4;2;5;$469,00 
Entire home/apt;4;3;4;$469,00 
Entire home/apt;4;1;3;$120,00 
Entire home/apt;4;2;4;$225,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;;;$65,00 
Entire home/apt;2;1;1;$59,00 
Entire home/apt;2;1;;$118,00 
Private room;3;1;2;$149,00 
Private room;2;1;1;$94,00 
Private room;2;1;2;$40,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;4;2;3;$155,00 
Entire home/apt;2;1;1;$170,00 
Entire home/apt;3;1;1;$200,00 
Entire home/apt;8;4;4;$292,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;1;;$90,00 
Entire home/apt;4;2;1;$76,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$188,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;6;6;6;$480,00 
Entire home/apt;2;;1;$99,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;4;1;2;$116,00 
Entire home/apt;8;4;6;$530,00 
Entire home/apt;4;2;2;$120,00 
Entire home/apt;4;2;3;$140,00 
Private room;4;2;3;$200,00 
Entire home/apt;4;2;2;$116,00 
Entire home/apt;8;5;8;$800,00 
