Room_type;person_n;bedroom_n;bed_n;Price
Entire home/apt;4;4;4;$294,00 
Entire home/apt;5;2;6;$195,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$121,00 
Entire home/apt;4;2;4;$325,00 
Entire home/apt;4;2;3;$160,00 
Entire home/apt;2;1;1;$121,00 
Entire home/apt;2;1;1;$144,00 
Shared room;2;1;2;$75,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;4;4;3;$857,00 
Entire home/apt;4;3;2;$166,00 
Entire home/apt;6;3;2;$240,00 
Private room;4;2;3;$210,00 
Private room;4;1;2;$45,00 
Private room;2;1;2;$44,00 
Entire home/apt;4;2;2;$299,00 
Private room;2;1;1;$70,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;2;1;2;$200,00 
Private room;2;1;1;$103,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;4;3;3;$350,00 
Entire home/apt;4;2;2;$185,00 
Entire home/apt;4;2;3;$199,00 
Entire home/apt;4;4;4;$500,00 
Private room;2;1;1;$76,00 
Entire home/apt;4;3;2;$150,00 
Entire home/apt;2;1;1;$191,00 
Entire home/apt;2;2;2;$180,00 
Entire home/apt;2;1;1;$89,00 
Entire home/apt;2;1;2;$180,00 
Entire home/apt;5;3;3;$215,00 
Hotel room;2;1;1;$151,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$182,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;3;3;$155,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;2;3;$225,00 
Entire home/apt;3;2;2;$105,00 
Private room;3;1;2;$80,00 
Entire home/apt;4;2;3;$150,00 
Private room;3;1;1;$45,00 
Private room;2;1;1;$45,00 
Entire home/apt;4;2;3;$199,00 
Entire home/apt;4;1;1;$75,00 
Entire home/apt;2;1;1;$220,00 
Private room;2;1;1;$71,00 
Private room;4;2;2;$100,00 
Private room;2;1;1;$71,00 
Private room;2;1;1;$54,00 
Entire home/apt;4;3;3;$475,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;5;3;5;$357,00 
Entire home/apt;2;1;1;$112,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;6;3;3;$400,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$110,00 
Hotel room;4;2;2;$200,00 
Private room;2;1;1;$100,00 
Entire home/apt;4;2;3;$75,00 
Private room;2;1;1;$88,00 
Private room;1;1;1;$47,00 
Entire home/apt;4;3;4;$130,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$99,00 
Private room;2;;1;$89,00 
Hotel room;2;1;1;$176,00 
Hotel room;2;1;1;$176,00 
Hotel room;2;1;1;$176,00 
Entire home/apt;2;1;1;$176,00 
Hotel room;2;1;1;$151,00 
Hotel room;2;1;1;$161,00 
Hotel room;2;1;1;$151,00 
Hotel room;2;1;1;$151,00 
Entire home/apt;4;2;2;$244,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;3;2;$345,00 
Entire home/apt;6;4;5;$145,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;3;2;2;$149,00 
Private room;2;1;1;$82,00 
Private room;2;1;1;$77,00 
Private room;4;2;2;$156,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;2;1;1;$89,00 
Private room;2;1;1;$80,00 
Entire home/apt;4;1;2;$149,00 
Private room;3;1;1;$242,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;1;$546,00 
Private room;2;1;1;$86,00 
Entire home/apt;2;1;1;$85,00 
Private room;2;1;1;$117,00 
Private room;2;1;1;$69,00 
Private room;2;;1;$125,00 
Private room;1;1;1;$39,00 
Hotel room;2;1;1;$176,00 
Private room;2;1;3;$102,00 
Private room;4;2;3;$243,00 
Private room;4;1;2;$149,00 
Private room;2;1;1;$91,00 
Entire home/apt;4;2;2;$247,00 
Entire home/apt;4;2;2;$206,00 
Entire home/apt;4;2;2;$230,00 
Private room;2;;1;$75,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;3;2;2;$295,00 
Entire home/apt;2;1;1;$112,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;2;$189,00 
Private room;2;1;1;$139,00 
Entire home/apt;4;1;2;$99,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$232,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;4;2;2;$225,00 
Private room;4;2;2;$200,00 
Private room;3;1;2;$125,00 
Entire home/apt;3;2;2;$149,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;4;2;2;$189,00 
Entire home/apt;2;1;1;$161,00 
Entire home/apt;3;2;2;$250,00 
Private room;2;1;2;$150,00 
Private room;1;1;1;$30,00 
Entire home/apt;4;2;2;$209,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;;1;$109,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$111,00 
Entire home/apt;2;1;1;$90,00 
Private room;4;2;2;$164,00 
Entire home/apt;4;2;2;$275,00 
Entire home/apt;4;2;2;$129,00 
Private room;2;1;1;$153,00 
Entire home/apt;4;2;2;$285,00 
Hotel room;2;1;1;$161,00 
Entire home/apt;5;5;5;$350,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;3;$245,00 
Private room;2;1;1;$70,00 
Entire home/apt;4;1;2;$200,00 
Entire home/apt;4;2;2;$221,00 
Private room;2;1;1;$76,00 
Private room;2;1;1;$73,00 
Private room;2;1;1;$71,00 
Entire home/apt;4;2;3;$190,00 
Entire home/apt;6;3;4;$430,00 
Entire home/apt;6;3;4;$295,00 
Entire home/apt;3;3;2;$175,00 
Entire home/apt;4;;4;$131,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;4;2;2;$155,00 
Entire home/apt;4;2;2;$295,00 
Entire home/apt;4;2;3;$198,00 
Entire home/apt;2;2;1;$115,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;2;$74,00 
Private room;2;1;1;$56,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$600,00 
Entire home/apt;2;1;1;$323,00 
Private room;3;2;2;$129,00 
Entire home/apt;4;2;3;$156,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$277,00 
Entire home/apt;2;1;1;$235,00 
Private room;2;1;1;$49,00 
Entire home/apt;2;1;1;$95,00 
Private room;2;1;2;$129,00 
Entire home/apt;2;;1;$135,00 
Entire home/apt;2;;1;$160,00 
Entire home/apt;4;2;3;$300,00 
Entire home/apt;6;1;2;$319,00 
Entire home/apt;4;1;2;$235,00 
Entire home/apt;4;1;2;$261,00 
Private room;2;1;;$98,00 
Entire home/apt;4;3;3;$265,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;2;$217,00 
Entire home/apt;2;1;2;$217,00 
Entire home/apt;2;1;2;$256,00 
Entire home/apt;4;2;4;$377,00 
Entire home/apt;4;2;4;$347,00 
Entire home/apt;2;1;2;$72,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;4;2;2;$150,00 
Private room;2;1;1;$165,00 
Private room;2;1;1;$92,00 
Entire home/apt;4;3;3;$300,00 
Private room;2;1;2;$71,00 
Entire home/apt;2;;;$124,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;1;2;$250,00 
Private room;2;;1;$55,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;3;3;$250,00 
Private room;2;1;1;$82,00 
Entire home/apt;4;2;2;$491,00 
Entire home/apt;4;2;;$291,00 
Entire home/apt;4;2;1;$267,00 
Entire home/apt;6;2;3;$314,00 
Entire home/apt;4;2;3;$175,00 
Entire home/apt;2;1;2;$100,00 
Entire home/apt;2;1;1;$200,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$119,00 
Private room;2;1;2;$110,00 
Entire home/apt;4;2;3;$442,00 
Entire home/apt;4;2;3;$487,00 
Entire home/apt;4;2;3;$463,00 
Entire home/apt;6;2;4;$529,00 
Entire home/apt;4;2;3;$782,00 
Entire home/apt;3;2;3;$140,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;4;3;3;$120,00 
Entire home/apt;4;4;4;$450,00 
Entire home/apt;4;3;3;$400,00 
Hotel room;4;;3;$270,00 
Private room;2;1;1;$113,00 
Private room;2;1;1;$110,00 
Private room;1;1;1;$51,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;3;2;2;$280,00 
Private room;2;;;$155,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;3;4;$1.000,00 
Entire home/apt;3;1;1;$129,00 
Entire home/apt;4;2;2;$299,00 
Private room;4;1;2;$156,00 
Private room;2;1;1;$120,00 
Entire home/apt;2;;1;$110,00 
Entire home/apt;4;4;4;$147,00 
Entire home/apt;2;;1;$80,00 
Private room;2;1;1;$90,00 
Private room;2;;1;$112,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;4;3;1;$140,00 
Private room;2;;;$137,00 
Private room;2;1;2;$115,00 
Private room;4;2;2;$175,00 
Private room;3;1;2;$70,00 
Private room;2;1;1;$110,00 
Private room;16;10;20;$529,00 
Private room;2;1;1;$95,00 
Private room;2;1;1;$112,00 
Entire home/apt;2;1;1;$117,00 
Entire home/apt;2;1;1;$83,00 
Private room;2;1;1;$99,00 
Private room;2;1;1;$100,00 
Private room;2;;1;$99,00 
Entire home/apt;4;2;2;$371,00 
Entire home/apt;4;2;4;$221,00 
Entire home/apt;2;;1;$90,00 
Entire home/apt;3;2;2;$84,00 
Private room;4;1;2;$100,00 
Private room;2;1;1;$70,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;6;3;3;$400,00 
Entire home/apt;2;;1;$100,00 
Private room;1;1;1;$54,00 
Entire home/apt;4;3;3;$225,00 
Private room;1;1;1;$79,00 
Private room;2;1;1;$69,00 
Private room;2;1;1;$84,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;;$45,00 
Entire home/apt;2;;1;$182,00 
Entire home/apt;4;;3;$203,00 
Entire home/apt;2;1;3;$233,00 
Entire home/apt;4;1;3;$244,00 
Entire home/apt;6;2;3;$615,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;2;$75,00 
Private room;2;1;1;$50,00 
Entire home/apt;2;1;;$87,00 
Private room;4;1;4;$108,00 
Private room;4;2;2;$77,00 
Private room;2;1;1;$88,00 
Private room;2;1;1;$65,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;2;$115,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;2;1;$180,00 
Private room;3;2;3;$75,00 
Entire home/apt;5;2;2;$267,00 
Entire home/apt;4;2;2;$165,00 
Entire home/apt;3;2;2;$150,00 
Entire home/apt;3;1;1;$128,00 
Private room;2;1;1;$94,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;1;2;$190,00 
Entire home/apt;4;1;2;$204,00 
Entire home/apt;4;2;2;$234,00 
Entire home/apt;4;2;1;$375,00 
Entire home/apt;4;2;2;$309,00 
Entire home/apt;4;2;3;$479,00 
Private room;2;1;1;$85,00 
Private room;2;1;1;$99,00 
Entire home/apt;3;2;3;$130,00 
Entire home/apt;4;2;3;$120,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;2;$75,00 
Entire home/apt;6;4;4;$550,00 
Private room;2;1;1;$85,00 
Entire home/apt;3;1;1;$128,00 
Private room;2;;;$137,00 
Entire home/apt;4;2;2;$160,00 
Private room;4;2;3;$178,00 
Entire home/apt;4;2;2;$465,00 
Entire home/apt;4;2;2;$403,00 
Entire home/apt;2;;1;$188,00 
Entire home/apt;2;1;2;$198,00 
Entire home/apt;2;;1;$166,00 
Entire home/apt;2;2;1;$180,00 
Shared room;1;1;2;$45,00 
Private room;2;1;1;$190,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;3;;1;$120,00 
Entire home/apt;4;2;2;$250,00 
Private room;2;1;1;$90,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;4;5;$177,00 
Entire home/apt;4;;2;$230,00 
Entire home/apt;2;;1;$171,00 
Entire home/apt;4;1;2;$136,00 
Entire home/apt;5;2;3;$214,00 
Entire home/apt;4;2;2;$120,00 
Private room;4;1;2;$75,00 
Entire home/apt;2;1;1;$140,00 
Hotel room;2;1;1;$161,00 
Private room;2;1;1;$91,00 
Private room;4;;3;$94,00 
Shared room;2;1;1;$225,00 
Private room;2;1;1;$89,00 
Entire home/apt;2;;1;$149,00 
Entire home/apt;4;2;2;$130,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;1;1;$94,00 
Private room;2;1;1;$100,00 
Hotel room;2;1;1;$138,00 
Hotel room;2;1;1;$145,00 
Entire home/apt;4;2;3;$231,00 
Entire home/apt;2;1;1;$67,00 
Entire home/apt;4;2;2;$201,00 
Entire home/apt;4;3;4;$297,00 
Private room;2;1;1;$80,00 
Entire home/apt;4;3;5;$255,00 
Entire home/apt;2;1;1;$107,00 
Private room;3;1;2;$92,00 
Entire home/apt;2;1;1;$158,00 
Entire home/apt;4;3;3;$219,00 
Private room;3;1;2;$212,00 
Private room;4;2;2;$230,00 
Entire home/apt;4;2;2;$256,00 
Entire home/apt;3;2;2;$200,00 
Private room;2;1;1;$121,00 
Private room;2;1;1;$82,00 
Private room;2;1;1;$71,00 
Private room;4;2;2;$250,00 
Entire home/apt;4;4;4;$250,00 
Private room;6;2;3;$277,00 
Private room;2;1;1;$135,00 
Private room;2;1;2;$125,00 
Entire home/apt;3;1;1;$115,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$125,00 
Private room;2;1;1;$125,00 
Entire home/apt;4;2;2;$506,00 
Private room;4;1;2;$112,00 
Private room;2;1;1;$150,00 
Private room;2;1;1;$79,00 
Private room;2;1;1;$99,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;2;1;1;$240,00 
Private room;1;1;1;$35,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;1;$165,00 
Private room;2;1;1;$165,00 
Private room;4;2;2;$330,00 
Entire home/apt;3;2;4;$200,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;4;3;3;$145,00 
Entire home/apt;4;3;3;$380,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;4;3;2;$165,00 
Private room;4;2;5;$124,00 
Private room;4;2;2;$325,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;4;3;1;$180,00 
Private room;4;1;2;$105,00 
Entire home/apt;6;3;6;$230,00 
Private room;2;2;2;$150,00 
Entire home/apt;2;1;1;$268,00 
Private room;4;1;2;$207,00 
Entire home/apt;2;2;2;$160,00 
Private room;3;1;1;$61,00 
Entire home/apt;2;1;1;$78,00 
Entire home/apt;4;3;3;$260,00 
Hotel room;2;1;1;$130,00 
Private room;4;2;2;$206,00 
Entire home/apt;4;2;3;$200,00 
Entire home/apt;4;2;2;$194,00 
Entire home/apt;2;1;1;$90,00 
Private room;4;2;2;$126,00 
Private room;3;;2;$135,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;2;1;1;$115,00 
Private room;2;1;2;$105,00 
Entire home/apt;4;2;3;$75,00 
Hotel room;1;1;1;$32,00 
Hotel room;2;1;1;$93,00 
Hotel room;1;1;1;$31,00 
Hotel room;1;1;1;$20,00 
Hotel room;1;1;1;$25,00 
Shared room;1;1;1;$25,00 
Private room;2;1;1;$65,00 
Shared room;1;1;1;$22,00 
Private room;2;1;1;$73,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$200,00 
Private room;4;2;2;$110,00 
Private room;2;1;1;$500,00 
Entire home/apt;7;4;5;$600,00 
Private room;2;1;1;$91,00 
Entire home/apt;2;1;1;$100,00 
Shared room;4;1;2;$325,00 
Private room;4;2;2;$231,00 
Entire home/apt;2;1;1;$145,00 
Private room;1;1;2;$350,00 
Entire home/apt;3;2;3;$100,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;1;$160,00 
Private room;2;1;1;$125,00 
Private room;2;1;1;$79,00 
Private room;2;1;1;$106,00 
Entire home/apt;2;1;2;$80,00 
Private room;2;1;1;$350,00 
Entire home/apt;2;1;1;$71,00 
Entire home/apt;2;1;1;$161,00 
Entire home/apt;2;1;1;$101,00 
Entire home/apt;2;1;1;$161,00 
Entire home/apt;2;1;1;$153,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;2;1;1;$159,00 
Entire home/apt;2;1;1;$151,00 
Entire home/apt;2;1;2;$248,00 
Entire home/apt;4;1;2;$241,00 
Entire home/apt;4;1;2;$241,00 
Entire home/apt;4;1;2;$271,00 
Entire home/apt;6;1;3;$261,00 
Entire home/apt;6;1;3;$261,00 
Entire home/apt;4;1;2;$251,00 
Private room;2;1;1;$80,00 
Private room;2;1;1;$80,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;1;2;$201,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;4;2;1;$150,00 
Entire home/apt;4;4;5;$266,00 
Entire home/apt;4;2;2;$160,00 
Private room;4;;3;$132,00 
Private room;4;2;2;$100,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$170,00 
Private room;2;1;;$200,00 
Entire home/apt;4;2;3;$182,00 
Entire home/apt;2;2;2;$294,00 
Private room;3;;3;$138,00 
Entire home/apt;4;2;2;$285,00 
Entire home/apt;4;;2;$325,00 
Hotel room;2;1;1;$62,00 
Private room;2;;1;$74,00 
Private room;2;;;$69,00 
Entire home/apt;4;2;2;$255,00 
Private room;2;1;1;$75,00 
Private room;2;1;1;$99,00 
Private room;4;2;2;$100,00 
Hotel room;2;1;1;$161,00 
Entire home/apt;4;2;2;$490,00 
Entire home/apt;2;;;$100,00 
Entire home/apt;2;1;1;$160,00 
Hotel room;1;1;1;$22,00 
Hotel room;1;1;1;$29,00 
Hotel room;1;1;1;$33,00 
Hotel room;1;1;1;$31,00 
Hotel room;1;1;1;$31,00 
Hotel room;1;1;1;$25,00 
Hotel room;1;1;1;$38,00 
Hotel room;1;1;1;$83,00 
Hotel room;2;1;1;$101,00 
Hotel room;4;1;2;$165,00 
Hotel room;2;1;1;$108,00 
Hotel room;1;1;1;$42,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;3;1;2;$157,00 
Private room;2;1;1;$72,00 
Entire home/apt;4;2;2;$222,00 
Entire home/apt;4;1;2;$214,00 
Private room;4;2;3;$150,00 
Entire home/apt;2;1;2;$45,00 
Private room;2;1;1;$98,00 
Private room;2;1;1;$192,00 
Entire home/apt;2;1;1;$149,00 
Hotel room;4;1;4;$193,00 
Entire home/apt;4;1;1;$200,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$155,00 
Private room;2;1;2;$115,00 
Entire home/apt;4;2;2;$290,00 
Private room;2;1;2;$85,00 
Hotel room;2;1;1;$1.057,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;6;3;4;$200,00 
Private room;2;;1;$160,00 
Private room;2;1;1;$53,00 
Private room;2;1;1;$82,00 
Entire home/apt;6;3;4;$435,00 
Entire home/apt;4;1;2;$165,00 
Entire home/apt;4;1;2;$191,00 
Entire home/apt;4;1;3;$185,00 
Entire home/apt;2;1;2;$138,00 
Entire home/apt;2;1;2;$140,00 
Entire home/apt;6;4;4;$499,00 
Entire home/apt;2;1;1;$148,00 
Private room;2;1;1;$98,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;4;$150,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$199,00 
Entire home/apt;2;1;1;$225,00 
Private room;4;2;4;$120,00 
Private room;4;2;4;$120,00 
Entire home/apt;2;2;2;$285,00 
Entire home/apt;4;3;1;$195,00 
Entire home/apt;4;2;2;$399,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;5;3;3;$195,00 
Private room;2;;1;$84,00 
Entire home/apt;2;1;1;$228,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;2;$220,00 
Entire home/apt;4;2;3;$149,00 
Entire home/apt;2;1;1;$139,00 
Private room;3;1;2;$129,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$158,00 
Private room;2;;1;$131,00 
Entire home/apt;4;2;2;$357,00 
Entire home/apt;4;1;2;$122,00 
Entire home/apt;4;2;2;$143,00 
Entire home/apt;3;2;2;$154,00 
Entire home/apt;4;2;3;$154,00 
Private room;2;1;1;$84,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;5;6;$150,00 
Hotel room;4;1;3;$118,00 
Private room;4;2;2;$153,00 
Private room;4;1;4;$107,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;2;1;1;$132,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;2;$135,00 
Entire home/apt;4;3;4;$129,00 
Private room;2;1;1;$100,00 
Private room;4;2;2;$102,00 
Private room;2;1;2;$76,00 
Entire home/apt;5;2;3;$295,00 
Private room;2;1;1;$96,00 
Entire home/apt;2;1;1;$249,00 
Private room;3;1;2;$50,00 
Private room;1;1;1;$70,00 
Entire home/apt;4;1;2;$120,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;2;;1;$91,00 
Private room;2;1;1;$152,00 
Entire home/apt;4;2;2;$270,00 
Private room;2;1;1;$150,00 
Private room;1;;1;$70,00 
Private room;2;1;1;$152,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$210,00 
Entire home/apt;2;1;1;$180,00 
Private room;2;1;2;$74,00 
Private room;2;1;2;$74,00 
Private room;4;2;2;$104,00 
Entire home/apt;2;1;1;$75,00 
Private room;4;2;4;$200,00 
Entire home/apt;2;1;1;$175,00 
Private room;2;1;2;$80,00 
Private room;2;1;2;$40,00 
Entire home/apt;4;3;1;$131,00 
Entire home/apt;4;3;2;$125,00 
Entire home/apt;4;2;3;$500,00 
Entire home/apt;4;2;3;$306,00 
Entire home/apt;4;2;5;$185,00 
Entire home/apt;2;1;1;$174,00 
Entire home/apt;2;1;1;$125,00 
Hotel room;3;1;2;$103,00 
Private room;2;1;1;$90,00 
Private room;2;1;1;$51,00 
Entire home/apt;4;2;3;$299,00 
Entire home/apt;2;1;1;$155,00 
Hotel room;2;1;1;$105,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$90,00 
Entire home/apt;6;4;4;$450,00 
Hotel room;4;2;2;$159,00 
Private room;1;1;1;$55,00 
Hotel room;4;1;2;$125,00 
Entire home/apt;12;5;11;$330,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$50,00 
Private room;3;1;4;$125,00 
Entire home/apt;4;3;3;$250,00 
Entire home/apt;2;1;;$126,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;2;1;1;$70,00 
Entire home/apt;4;3;1;$199,00 
Entire home/apt;4;2;3;$200,00 
Entire home/apt;4;3;3;$190,00 
Private room;2;1;1;$55,00 
Entire home/apt;2;1;1;$217,00 
Entire home/apt;2;1;1;$386,00 
Entire home/apt;3;1;2;$260,00 
Entire home/apt;2;1;1;$217,00 
Entire home/apt;2;1;1;$70,00 
Entire home/apt;4;2;2;$240,00 
Private room;2;1;2;$78,00 
Private room;2;;;$55,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;2;1;1;$87,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;4;4;$200,00 
Entire home/apt;4;2;2;$313,00 
Entire home/apt;2;1;1;$153,00 
Entire home/apt;2;1;1;$115,00 
Private room;2;1;1;$78,00 
Entire home/apt;3;1;2;$160,00 
Entire home/apt;2;1;1;$156,00 
Entire home/apt;4;2;2;$182,00 
Entire home/apt;4;3;3;$135,00 
Entire home/apt;2;1;1;$150,00 
Private room;4;2;3;$309,00 
Entire home/apt;4;1;2;$160,00 
Entire home/apt;4;2;2;$149,00 
Entire home/apt;4;3;4;$329,00 
Entire home/apt;4;1;1;$150,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$125,00 
Private room;4;2;3;$170,00 
Private room;4;2;2;$350,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;2;2;$127,00 
Entire home/apt;4;4;4;$210,00 
Entire home/apt;12;5;11;$160,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$129,00 
Private room;2;1;1;$80,00 
Private room;4;2;4;$163,00 
Entire home/apt;3;2;2;$120,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;4;3;2;$300,00 
Entire home/apt;4;3;3;$750,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;5;3;4;$395,00 
Private room;4;2;4;$225,00 
Entire home/apt;4;2;2;$362,00 
Private room;2;1;1;$80,00 
Entire home/apt;6;3;4;$350,00 
Entire home/apt;4;2;2;$198,00 
Entire home/apt;2;1;1;$107,00 
Entire home/apt;4;3;3;$235,00 
Entire home/apt;6;4;4;$195,00 
Entire home/apt;10;5;5;$400,00 
Private room;2;1;1;$60,00 
Entire home/apt;4;1;2;$200,00 
Entire home/apt;4;3;5;$99,00 
Entire home/apt;4;3;5;$225,00 
Entire home/apt;3;2;2;$200,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;3;2;$200,00 
Entire home/apt;4;3;3;$215,00 
Hotel room;2;1;1;$151,00 
Private room;2;1;1;$50,00 
Entire home/apt;3;2;1;$120,00 
Entire home/apt;2;1;;$144,00 
Entire home/apt;2;1;1;$199,00 
Entire home/apt;4;4;4;$185,00 
Entire home/apt;4;3;2;$180,00 
Entire home/apt;4;1;2;$198,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;4;2;2;$181,00 
Entire home/apt;4;2;2;$120,00 
Hotel room;2;1;1;$91,00 
Hotel room;6;2;3;$890,00 
Entire home/apt;2;1;1;$128,00 
Entire home/apt;6;3;4;$210,00 
Entire home/apt;5;4;4;$199,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;2;1;$120,00 
Entire home/apt;2;1;1;$147,00 
Private room;2;1;1;$93,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;3;4;$120,00 
Private room;2;1;2;$93,00 
Private room;1;1;1;$60,00 
Entire home/apt;2;1;3;$140,00 
Entire home/apt;3;1;2;$220,00 
Entire home/apt;4;1;3;$212,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$161,00 
Entire home/apt;4;4;5;$189,00 
Hotel room;2;1;;$82,00 
Private room;4;1;4;$187,00 
Entire home/apt;2;2;3;$165,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;5;3;3;$180,00 
Entire home/apt;5;4;4;$180,00 
Entire home/apt;7;4;7;$464,00 
Private room;2;1;1;$90,00 
Entire home/apt;6;3;6;$348,00 
Entire home/apt;6;2;6;$339,00 
Entire home/apt;5;2;5;$549,00 
